id,name,ownerid,age,livesleft,description
45455,Lilly,495133,4,6,work of art
45456,Sassy,589942,10,6,sweetheart
45457,Sam,597904,16,1,cute
45458,Bandit,595966,15,2,beautiful
45459,Snuggles,665506,12,1,beautiful
45460,Sugar,547664,3,4,cute
45461,Bella,567734,20,5,fluffy
45462,Gracie,737882,22,6,lovely
45463,Callie,626110,25,7,the best
45464,Boo,546750,17,7,amazing
45465,Callie,536481,5,5,fluffy
45466,Smokey,475940,3,1,asshole
45467,Chester,667856,21,1,beautiful
45468,Chester,744971,15,4,fluffy
45469,Sassy,480099,19,5,amazing
45470,Chloe,518745,12,3,sweetheart
45471,Bob,669616,4,7,the best
45472,Fluffy,630638,3,7,work of art
45473,Sam,697195,15,5,beautiful
45474,Muffin,502563,5,4,work of art
45475,Buster,467187,6,3,asshole
45476,Sammy,614181,21,9,cute
45477,Sugar,713400,7,8,sweetheart
45478,Harley,467050,20,1,cute
45479,Tiger,628564,17,2,amazing
45480,Gracie,594381,15,2,sweetheart
45481,Pepper,727644,25,1,work of art
45482,Dusty,523151,23,6,beautiful
45483,Sammy,468161,2,3,lovely
45484,Whiskers,692187,2,1,sweetheart
45485,Loki,698525,5,4,sweetheart
45486,Samantha,664434,11,7,fluffy
45487,Socks,476413,23,4,fat
45488,Sophie,629196,12,5,fat
45489,Cookie,556737,22,8,the best
45490,Snickers,599809,13,7,lovely
45491,Rocky,603396,14,7,work of art
45492,Bubba,546504,10,6,sweetheart
45493,Annie,723857,14,7,asshole
45494,Gracie,661540,15,6,sweetheart
45495,Oscar,472845,21,7,fluffy
45496,Rascal,550885,1,6,asshole
45497,Snuggles,533165,9,8,beautiful
45498,Jasmine,642970,18,3,fluffy
45499,Buddy,715359,16,2,sweetheart
45500,Bandit,532688,1,8,sweetheart
45501,Oreo,730858,24,5,work of art
45502,Jasmine,739749,24,2,sweetheart
45503,Lola,634237,15,7,asshole
45504,Tigger,551755,12,7,lovely
45505,Oscar,552574,5,4,work of art
45506,Jack,541435,25,6,lovely
45507,Willow,678576,12,8,work of art
45508,Princess,567596,13,1,the best
45509,Salem,745930,20,5,the best
45510,Tinkerbell,656989,12,8,cute
45511,Socks,725972,13,1,work of art
45512,Muffin,605471,1,3,sweetheart
45513,Cuddles,481770,10,4,cute
45514,Sadie,679171,22,1,lovely
45515,Max,572351,3,7,amazing
45516,Zoey,494965,21,6,cute
45517,Ginger,579305,10,8,beautiful
45518,Oreo,539123,22,6,beautiful
45519,Abby,696271,17,8,asshole
45520,Snowball,711313,22,3,work of art
45521,Cuddles,731532,8,9,sweetheart
45522,Baby,555469,5,8,cute
45523,Coco,693407,8,4,beautiful
45524,Oliver,596256,3,5,beautiful
45525,Bubba,728019,16,5,sweetheart
45526,Zoey,676486,16,6,sweetheart
45527,Patches,719371,10,9,cute
45528,Patches,715325,20,1,sweetheart
45529,Lilly,737681,3,1,asshole
45530,Peanut,567761,9,8,work of art
45531,Sheba,562743,6,6,lovely
45532,Cleo,516309,8,9,sweetheart
45533,Simon,550030,25,3,the best
45534,Mimi,638836,3,8,asshole
45535,Snickers,631899,15,7,lovely
45536,Peanut,622469,17,8,lovely
45537,Lily,640169,5,3,the best
45538,Kitty,498529,20,2,work of art
45539,Jasper,600541,4,9,the best
45540,Sophie,672898,15,1,cute
45541,Rascal,635770,9,1,work of art
45542,Sugar,547966,9,6,amazing
45543,Peanut,468450,19,6,lovely
45544,Cali,660140,22,9,lovely
45545,Princess,690961,16,7,cute
45546,Jasmine,693690,12,4,cute
45547,Milo,620105,17,7,the best
45548,Jasper,655709,23,2,the best
45549,Salem,536490,11,8,fluffy
45550,Leo,690553,18,6,sweetheart
45551,Princess,697195,4,7,amazing
45552,Willow,472333,17,7,lovely
45553,Charlie,544294,1,4,fat
45554,Oliver,536279,15,3,asshole
45555,Angel,579595,13,2,sweetheart
45556,Zoey,510965,11,3,work of art
45557,Ginger,463461,22,1,amazing
45558,Nala,579845,20,9,work of art
45559,Simba,624295,14,2,sweetheart
45560,Bandit,548432,10,2,sweetheart
45561,Jack,476902,13,2,work of art
45562,Simon,686968,4,6,work of art
45563,Snickers,538377,16,9,asshole
45564,Simon,583868,19,4,sweetheart
45565,George,737909,17,2,fluffy
45566,Chloe,702883,8,4,sweetheart
45567,Oreo,482615,4,8,fat
45568,Gizmo,649004,5,7,amazing
45569,Luna,674952,18,9,sweetheart
45570,Boots,507063,16,9,amazing
45571,Ginger,590989,10,2,lovely
45572,Jack,543663,23,5,work of art
45573,Tiger,607932,6,1,the best
45574,Dusty,485584,14,5,amazing
45575,Boots,658420,7,5,lovely
45576,Charlie,585387,25,8,asshole
45577,Tiger,476934,5,2,work of art
45578,Patches,575950,17,5,cute
45579,Salem,609430,3,6,beautiful
45580,Chloe,570669,21,5,sweetheart
45581,Bailey,486948,16,1,asshole
45582,Maggie,470613,15,1,lovely
45583,Salem,664313,15,3,lovely
45584,Sasha,705939,12,4,lovely
45585,Bella,698645,1,7,sweetheart
45586,Abby,664761,25,3,amazing
45587,Mimi,642607,25,7,asshole
45588,Boots,682212,19,8,sweetheart
45589,Loki,688968,17,8,cute
45590,Sassy,529286,18,4,amazing
45591,Snickers,515379,7,8,work of art
45592,Whiskers,482754,24,6,fluffy
45593,Loki,685311,23,1,beautiful
45594,Angel,549927,18,9,amazing
45595,Dusty,692335,14,6,work of art
45596,Peanut,488247,6,6,work of art
45597,Bob,611497,25,7,asshole
45598,Salem,482328,15,9,fluffy
45599,Milo,534813,1,1,fluffy
45600,Bob,527751,17,8,work of art
45601,Bubba,587196,11,2,the best
45602,Precious,713689,15,3,lovely
45603,Willow,588952,6,9,beautiful
45604,Zoey,508209,19,3,sweetheart
45605,Bailey,643265,24,3,fluffy
45606,Spooky,577899,7,1,amazing
45607,Bear,477929,22,5,beautiful
45608,Cali,701571,9,1,cute
45609,Bailey,632933,19,7,amazing
45610,Buddy,579820,23,9,fat
45611,Casper,682642,18,7,fat
45612,Misty,538255,5,2,cute
45613,Tigger,573657,4,6,sweetheart
45614,Misty,690837,3,6,amazing
45615,Muffin,707085,10,2,the best
45616,Bandit,581084,19,6,lovely
45617,Oscar,484609,10,4,asshole
45618,Lucky,638424,5,9,lovely
45619,Casper,641593,25,4,amazing
45620,Casper,586637,1,7,sweetheart
45621,Miss kitty,608400,21,2,fat
45622,Casper,652768,20,3,asshole
45623,Leo,586382,10,8,sweetheart
45624,Lilly,513759,5,9,cute
45625,Willow,719405,2,6,fat
45626,Snickers,740583,4,3,sweetheart
45627,Lilly,543867,1,9,beautiful
45628,Lilly,584980,7,6,lovely
45629,Max,593436,17,4,work of art
45630,Rocky,635261,23,3,amazing
45631,Cleo,462847,23,4,the best
45632,Felix,528483,16,5,beautiful
45633,Callie,561047,7,2,the best
45634,Missy,485703,21,4,work of art
45635,Abby,533995,20,5,beautiful
45636,Rocky,568156,24,2,asshole
45637,Buddy,562773,24,2,work of art
45638,Mia,600954,9,2,work of art
45639,Daisy,700452,23,3,fluffy
45640,Charlie,544716,2,8,work of art
45641,Abby,527679,22,6,amazing
45642,Sasha,490463,3,4,beautiful
45643,Kitty,466322,4,9,lovely
45644,Patches,727939,21,3,lovely
45645,Luna,523532,21,6,fat
45646,Lily,602594,20,6,amazing
45647,Pepper,731057,1,5,beautiful
45648,Misty,652780,17,6,fluffy
45649,Maggie,564997,18,2,beautiful
45650,Rocky,643370,21,7,sweetheart
45651,Chloe,587951,25,5,asshole
45652,Bandit,555299,19,4,beautiful
45653,Willow,504953,19,8,cute
45654,Buddy,462868,2,7,fluffy
45655,Precious,529440,19,9,work of art
45656,Jasmine,646794,15,2,cute
45657,Shadow,696420,25,1,the best
45658,Tiger,483634,18,4,cute
45659,Snowball,684033,22,7,work of art
45660,Rocky,534992,3,1,lovely
45661,Rocky,552867,9,8,fluffy
45662,Tigger,580905,14,2,amazing
45663,Spooky,720563,17,8,cute
45664,Sasha,604873,13,5,sweetheart
45665,Jasmine,525580,16,6,beautiful
45666,Jack,651386,1,6,the best
45667,Kiki,743234,23,6,asshole
45668,Muffin,510555,18,3,cute
45669,Molly,650702,7,7,sweetheart
45670,Bella,641178,4,9,work of art
45671,Dusty,676550,7,7,cute
45672,Tinkerbell,716966,23,8,sweetheart
45673,Garfield,695748,15,1,lovely
45674,Princess,630256,13,5,beautiful
45675,Trouble,574976,12,9,amazing
45676,Buddy,655472,20,4,amazing
45677,Cleo,500487,6,5,cute
45678,Midnight,685887,22,9,the best
45679,Mittens,633655,24,3,lovely
45680,Toby,566458,5,9,cute
45681,Boo,595606,22,5,sweetheart
45682,Dusty,682807,12,1,the best
45683,Loki,464403,13,5,the best
45684,Buddy,734499,16,5,lovely
45685,Dusty,608821,4,9,the best
45686,Miss kitty,656360,14,6,fluffy
45687,Maggie,635269,4,7,beautiful
45688,Charlie,705807,24,8,fat
45689,Nala,603733,2,4,fat
45690,Toby,717667,17,3,fluffy
45691,Precious,697248,13,5,fat
45692,Casper,581998,8,1,asshole
45693,Callie,546523,20,2,fat
45694,Annie,488105,9,3,lovely
45695,Muffin,562356,18,5,work of art
45696,Boo,615965,10,5,cute
45697,Lola,744638,9,3,amazing
45698,Jasper,557537,21,4,fluffy
45699,Simba,602268,1,7,amazing
45700,Kiki,733965,12,1,work of art
45701,Sadie,603818,24,4,lovely
45702,Missy,726162,2,6,cute
45703,Coco,617068,8,8,fluffy
45704,Casper,600633,22,3,asshole
45705,Misty,674877,13,1,beautiful
45706,Kitty,741011,25,6,beautiful
45707,Cuddles,513205,3,8,the best
45708,Scooter,563342,7,7,fat
45709,Coco,463981,23,7,beautiful
45710,Pumpkin,478942,9,9,beautiful
45711,Miss kitty,693301,16,2,lovely
45712,Kitty,477683,24,3,lovely
45713,Zoey,717644,15,6,amazing
45714,Oreo,540877,11,3,work of art
45715,Cali,547742,8,1,beautiful
45716,Coco,573658,8,6,work of art
45717,Oreo,554118,17,6,work of art
45718,Princess,483340,22,8,fluffy
45719,Missy,528641,25,2,asshole
45720,Buster,625280,2,1,work of art
45721,Precious,481179,23,9,fluffy
45722,Luna,602374,11,2,sweetheart
45723,Peanut,517060,13,8,asshole
45724,Tigger,609078,25,8,cute
45725,Sammy,724524,9,4,fat
45726,George,658392,1,4,beautiful
45727,Charlie,608901,23,6,beautiful
45728,Baby,680266,4,5,the best
45729,Snuggles,670486,18,4,asshole
45730,Loki,588737,9,1,asshole
45731,Sasha,686267,13,5,asshole
45732,Spooky,647152,25,5,cute
45733,Callie,664271,17,1,cute
45734,Leo,555786,2,4,beautiful
45735,Oscar,663075,24,2,beautiful
45736,Abby,576744,10,4,sweetheart
45737,Jasmine,508452,17,5,lovely
45738,Cuddles,682930,23,3,beautiful
45739,Lola,647885,24,6,sweetheart
45740,Simba,665704,10,1,asshole
45741,Mia,548783,10,4,beautiful
45742,Bubba,678184,11,1,beautiful
45743,Bandit,695341,15,7,cute
45744,Tinkerbell,467998,12,2,cute
45745,Snickers,470180,5,6,asshole
45746,Boo,744940,1,1,fluffy
45747,Simba,493285,21,8,fluffy
45748,Jasmine,641659,11,6,fluffy
45749,Rascal,668454,1,3,sweetheart
45750,Simba,658556,14,1,asshole
45751,Mimi,472681,10,7,fat
45752,Cookie,574703,19,4,beautiful
45753,Ginger,532284,20,9,sweetheart
45754,Willow,488405,8,9,the best
45755,Simba,675811,5,4,beautiful
45756,Harley,552861,14,4,asshole
45757,Chester,652604,17,1,work of art
45758,Snuggles,707381,24,3,asshole
45759,Princess,487005,20,5,work of art
45760,Snickers,542246,22,9,asshole
45761,Oscar,573332,24,2,sweetheart
45762,Smokey,655333,25,1,beautiful
45763,Kitty,544397,14,8,fluffy
45764,Gracie,489193,13,1,fat
45765,Jasper,579997,5,3,amazing
45766,Socks,649766,22,4,work of art
45767,Zoey,747792,7,8,sweetheart
45768,Snowball,695852,14,4,amazing
45769,Kiki,531596,7,3,sweetheart
45770,Cali,522653,8,3,lovely
45771,Bear,680752,23,2,the best
45772,Oreo,603763,19,7,amazing
45773,Spooky,652599,13,5,work of art
45774,Gizmo,659368,23,7,the best
45775,Misty,691983,14,8,lovely
45776,Cookie,615388,3,1,sweetheart
45777,Mittens,693366,1,2,the best
45778,Snickers,655022,23,7,cute
45779,Bailey,744525,12,4,sweetheart
45780,Kiki,633958,2,9,lovely
45781,Missy,525815,18,3,fluffy
45782,Bella,599289,9,1,cute
45783,George,748026,16,9,fluffy
45784,Oliver,660124,2,5,beautiful
45785,Boots,548734,13,1,sweetheart
45786,Lilly,471370,10,5,lovely
45787,Chester,464007,8,7,fat
45788,Bandit,682952,9,1,work of art
45789,Gizmo,516115,16,6,sweetheart
45790,Felix,581517,1,6,lovely
45791,Shadow,474086,6,5,asshole
45792,Abby,747994,24,9,the best
45793,Felix,591975,15,9,cute
45794,Princess,512737,12,5,amazing
45795,Sheba,527448,18,4,the best
45796,Molly,674022,9,1,fluffy
45797,Dusty,535911,25,5,amazing
45798,Mia,537447,7,4,work of art
45799,Oscar,518228,2,9,lovely
45800,Kiki,580090,10,5,cute
45801,Cleo,479328,19,1,beautiful
45802,Coco,629299,7,4,amazing
45803,Cleo,516196,18,3,work of art
45804,Kitty,520256,9,4,fluffy
45805,Patches,721088,14,8,fluffy
45806,Muffin,568717,19,6,work of art
45807,Smokey,605818,10,7,asshole
45808,Cookie,588835,9,8,sweetheart
45809,Lilly,725076,14,7,cute
45810,Sadie,624204,9,5,work of art
45811,Tiger,562152,11,4,fat
45812,Chloe,542038,4,2,the best
45813,Nala,714604,23,1,fluffy
45814,Garfield,676280,18,8,cute
45815,Miss kitty,550094,15,5,sweetheart
45816,Whiskers,471800,8,8,cute
45817,Buddy,516359,8,8,sweetheart
45818,Scooter,538047,4,9,fat
45819,Sam,494654,25,1,fat
45820,Gizmo,487054,1,6,fat
45821,Zoe,507071,18,6,asshole
45822,Mimi,507222,9,3,fluffy
45823,Kitty,618529,13,7,sweetheart
45824,Buster,555539,7,4,lovely
45825,Salem,483080,17,7,work of art
45826,Rocky,715780,18,5,sweetheart
45827,Salem,509960,17,7,beautiful
45828,Gizmo,731474,19,6,work of art
45829,Cuddles,484301,23,6,the best
45830,Pumpkin,637925,18,2,fluffy
45831,Pumpkin,489125,13,9,sweetheart
45832,Coco,580779,1,6,cute
45833,Socks,520629,7,8,asshole
45834,Cleo,571011,8,1,the best
45835,Rascal,590438,1,5,cute
45836,Sammy,522175,18,2,the best
45837,Chloe,712186,10,6,the best
45838,George,717025,14,5,fluffy
45839,Garfield,539240,8,2,fat
45840,Sugar,635539,13,1,asshole
45841,Shadow,588686,19,5,sweetheart
45842,Loki,488358,1,1,fat
45843,Harley,743843,7,4,fat
45844,Tigger,564360,11,7,cute
45845,Mia,579298,19,2,beautiful
45846,Callie,646266,7,2,amazing
45847,Chester,560690,11,4,sweetheart
45848,Gracie,596683,10,3,sweetheart
45849,Snickers,726412,13,3,asshole
45850,Chloe,607418,13,8,the best
45851,Sassy,586337,6,1,amazing
45852,Cali,612522,24,2,beautiful
45853,Sasha,507633,3,3,beautiful
45854,Zoey,558350,20,3,lovely
45855,Bailey,530496,25,4,beautiful
45856,Lola,501939,13,5,work of art
45857,Cali,738569,16,5,the best
45858,Casper,703873,25,2,sweetheart
45859,Spooky,598887,10,4,fat
45860,Loki,515597,9,5,fluffy
45861,Oscar,691533,2,7,amazing
45862,Coco,519847,9,3,asshole
45863,Peanut,612797,19,1,fluffy
45864,Mimi,735766,15,7,cute
45865,Kiki,497262,14,6,fat
45866,Ginger,556635,7,6,lovely
45867,Missy,496958,5,2,work of art
45868,Sassy,588943,10,3,amazing
45869,Smokey,574040,3,9,the best
45870,Oscar,621120,3,6,beautiful
45871,Angel,540951,25,3,asshole
45872,Bandit,687488,24,7,lovely
45873,Oreo,687590,18,7,the best
45874,Cuddles,735615,13,9,cute
45875,Mia,637629,1,5,lovely
45876,Pepper,710708,7,4,asshole
45877,Misty,561142,10,5,fluffy
45878,Patches,571970,10,1,the best
45879,Oreo,646571,17,4,fat
45880,Bailey,728131,24,3,work of art
45881,Kitty,637341,13,6,fat
45882,Shadow,589798,2,6,fluffy
45883,George,502085,4,2,asshole
45884,Buster,537354,24,9,beautiful
45885,Rascal,665718,14,6,lovely
45886,Salem,509628,8,8,lovely
45887,Rascal,497903,17,6,amazing
45888,Cleo,553007,3,3,amazing
45889,Socks,621687,4,5,fluffy
45890,Coco,601375,5,1,work of art
45891,Tiger,556812,22,4,fluffy
45892,Lucky,515665,11,8,asshole
45893,Snickers,510950,15,9,fluffy
45894,Bella,702509,16,9,work of art
45895,Fluffy,512652,3,7,fat
45896,Luna,608400,8,2,fluffy
45897,Muffin,492674,16,7,the best
45898,Snickers,677429,13,7,cute
45899,Bear,649204,15,6,fat
45900,Simba,559905,8,1,the best
45901,Pumpkin,540443,2,9,sweetheart
45902,Boo,707593,4,8,fluffy
45903,Socks,524950,2,3,the best
45904,Mia,563796,18,6,asshole
45905,Zoey,486932,16,7,asshole
45906,Patches,575042,4,5,fat
45907,Tinkerbell,628269,9,1,work of art
45908,Garfield,532375,1,7,work of art
45909,Simba,700072,5,8,asshole
45910,Sassy,741759,18,4,work of art
45911,Kiki,698122,3,2,sweetheart
45912,Spooky,617259,16,6,cute
45913,Precious,569419,12,6,asshole
45914,Angel,598197,17,1,fluffy
45915,Patches,716820,22,6,sweetheart
45916,Snickers,743589,4,1,cute
45917,Zoey,667915,21,1,sweetheart
45918,Socks,582257,17,7,fluffy
45919,Missy,542582,11,7,cute
45920,Maggie,717660,16,8,amazing
45921,Spooky,632616,25,6,lovely
45922,Sam,702282,9,2,fluffy
45923,Simon,506775,11,6,sweetheart
45924,Max,637623,14,1,cute
45925,Mia,653030,2,9,fat
45926,Patches,521738,17,1,sweetheart
45927,Snuggles,529770,13,9,sweetheart
45928,Rascal,659580,5,1,fluffy
45929,Pumpkin,703798,1,3,beautiful
45930,Fluffy,491089,15,4,the best
45931,Simba,565496,11,6,work of art
45932,Zoey,539393,11,5,asshole
45933,Cookie,469796,17,6,fat
45934,Midnight,590424,7,1,amazing
45935,Trouble,668013,19,3,work of art
45936,Boots,584994,12,3,work of art
45937,Zoey,464244,12,2,beautiful
45938,Oreo,500940,5,2,fat
45939,Bubba,645946,10,1,lovely
45940,Princess,484744,14,9,the best
45941,Snuggles,709799,21,7,fluffy
45942,Zoey,488013,4,3,beautiful
45943,Oreo,704508,14,4,fat
45944,Harley,515836,5,5,sweetheart
45945,Daisy,572436,14,5,cute
45946,Luna,609805,12,8,lovely
45947,Bella,728538,10,3,work of art
45948,Buster,636193,16,4,fluffy
45949,Boots,560970,1,5,beautiful
45950,Willow,516663,7,5,sweetheart
45951,Lucky,723450,13,5,amazing
45952,Sophie,649133,14,2,fluffy
45953,Snickers,737520,12,6,asshole
45954,Mia,671476,8,1,cute
45955,Maggie,474477,12,4,sweetheart
45956,Whiskers,635142,14,9,work of art
45957,Oliver,530880,24,9,fluffy
45958,Salem,721193,18,9,work of art
45959,Luna,702913,4,8,cute
45960,Scooter,581289,3,6,fat
45961,Baby,621819,14,2,amazing
45962,Buddy,540257,20,3,the best
45963,Angel,650001,19,3,lovely
45964,Snowball,712462,1,7,fat
45965,Toby,609394,1,6,work of art
45966,Coco,632182,6,8,fluffy
45967,Pumpkin,743227,25,2,cute
45968,Callie,555997,9,5,amazing
45969,Snickers,571556,20,9,beautiful
45970,Cookie,622461,23,4,lovely
45971,Ginger,513845,20,4,sweetheart
45972,Cookie,674286,3,4,work of art
45973,Salem,612560,25,1,amazing
45974,Maggie,539566,10,7,amazing
45975,Kitty,544380,1,6,fat
45976,Baby,593007,13,3,fat
45977,Socks,621318,20,7,amazing
45978,Oreo,584983,16,2,sweetheart
45979,Muffin,585348,3,9,lovely
45980,Sheba,623475,24,3,lovely
45981,Chloe,603721,14,6,cute
45982,Garfield,614165,6,6,lovely
45983,Sadie,493256,11,2,sweetheart
45984,Smokey,578629,6,4,sweetheart
45985,Bear,679504,4,6,lovely
45986,Sammy,602675,7,7,lovely
45987,Gizmo,493456,21,2,beautiful
45988,Jasper,524368,14,4,the best
45989,Miss kitty,623358,16,4,amazing
45990,Pumpkin,531215,20,9,beautiful
45991,Tigger,566962,10,3,amazing
45992,Baby,698394,4,2,asshole
45993,Mia,720409,15,9,work of art
45994,Cookie,697450,7,8,lovely
45995,Daisy,687758,8,2,fluffy
45996,Shadow,488418,5,3,fat
45997,Sophie,739247,20,4,the best
45998,Angel,584383,13,2,fat
45999,Kiki,592116,4,4,fluffy
46000,Misty,493849,20,7,amazing
46001,Kiki,631450,8,4,fat
46002,Tigger,591669,18,1,fluffy
46003,Harley,665754,20,7,fat
46004,Baby,628095,7,2,work of art
46005,Misty,591324,6,7,the best
46006,Maggie,652544,14,9,work of art
46007,Leo,560895,9,5,sweetheart
46008,Boo,721771,20,5,asshole
46009,Sheba,579680,2,1,beautiful
46010,Milo,717936,15,4,the best
46011,Snickers,743502,9,1,work of art
46012,Buster,547365,22,7,cute
46013,Sophie,710589,22,2,work of art
46014,Ginger,717143,6,6,sweetheart
46015,Tigger,501632,2,7,work of art
46016,Princess,731171,11,3,fat
46017,Toby,585144,23,5,fluffy
46018,Patches,683628,23,8,lovely
46019,Sheba,594287,10,9,work of art
46020,Simon,535287,3,1,amazing
46021,Snowball,631178,1,5,fat
46022,Lucky,593639,17,9,amazing
46023,Tiger,557835,21,8,cute
46024,Pumpkin,517854,17,6,sweetheart
46025,Sheba,521237,18,9,asshole
46026,Tinkerbell,656350,15,2,fat
46027,Buddy,688019,15,1,lovely
46028,Abby,648269,18,5,beautiful
46029,Leo,649173,8,3,fat
46030,Princess,556400,19,9,beautiful
46031,Dusty,729303,18,2,beautiful
46032,Casper,678093,18,9,lovely
46033,Cleo,500616,16,9,asshole
46034,Spooky,572614,8,6,amazing
46035,Muffin,554250,16,3,amazing
46036,Fluffy,624754,17,7,asshole
46037,Kiki,533618,15,6,lovely
46038,Peanut,697111,3,7,fat
46039,Chloe,739400,16,7,fat
46040,Harley,726704,15,9,cute
46041,Shadow,715838,3,7,fluffy
46042,Mimi,642074,16,7,fat
46043,Lucy,499317,5,1,work of art
46044,Lucky,483468,22,2,amazing
46045,Sugar,557566,23,2,amazing
46046,Dusty,625734,3,7,lovely
46047,Whiskers,581813,10,3,lovely
46048,Mimi,684267,21,4,lovely
46049,Sheba,466024,7,7,lovely
46050,Loki,519858,9,1,lovely
46051,Max,596807,20,9,the best
46052,Salem,550477,16,9,sweetheart
46053,Mia,678422,17,1,work of art
46054,Missy,669554,25,6,fat
46055,Peanut,600561,10,1,the best
46056,Pepper,534870,15,4,cute
46057,Baby,532027,15,8,lovely
46058,Tiger,502012,17,7,fluffy
46059,Oscar,680420,18,3,cute
46060,Lilly,733914,4,8,work of art
46061,Cleo,691247,15,9,fat
46062,Max,607699,19,5,amazing
46063,Tiger,714384,19,1,fat
46064,Nala,479700,14,8,asshole
46065,Bandit,654415,4,1,beautiful
46066,Precious,685236,9,1,amazing
46067,Maggie,642940,11,9,amazing
46068,Missy,627804,21,5,beautiful
46069,Willow,606728,19,5,asshole
46070,Lucky,559277,18,4,lovely
46071,Sheba,700319,17,4,fluffy
46072,Sophie,572201,10,1,cute
46073,Fluffy,491819,11,5,sweetheart
46074,Coco,488844,4,4,work of art
46075,Bailey,557100,4,8,cute
46076,Abby,605374,18,7,sweetheart
46077,Fluffy,576695,8,8,fluffy
46078,Felix,697270,7,2,fluffy
46079,Lilly,569834,21,5,sweetheart
46080,Tigger,702129,13,9,amazing
46081,Milo,472848,6,2,sweetheart
46082,Molly,628624,1,3,beautiful
46083,Cuddles,706277,7,3,cute
46084,Cuddles,650781,4,1,beautiful
46085,Ginger,692928,18,9,sweetheart
46086,Mia,668618,19,3,the best
46087,Jasper,571161,5,8,fat
46088,Rascal,479052,21,1,the best
46089,Dusty,742805,25,2,lovely
46090,Jack,574672,3,5,beautiful
46091,Samantha,541298,20,2,amazing
46092,Snowball,740217,22,1,fat
46093,Mittens,713533,11,8,sweetheart
46094,Cali,644193,22,3,amazing
46095,Snowball,574788,21,5,asshole
46096,Jasper,566112,9,9,fluffy
46097,Chloe,489636,21,1,cute
46098,Oliver,728133,22,3,fluffy
46099,Jasmine,740397,5,4,sweetheart
